Date,User,Tweet Content,Negative,Neutral,Positive,Most Likely,Maximum Sentiment
21/10/2022,GoldmanSachs,rt podcastmaze new episode peter oppenheimer goldmansachs chief global equity strategist peter talks curre,0.029733093,0.89392793,0.07633904,0,Neutral
20/10/2022,GoldmanSachs,top investors navigating today volatile markets hps investment partners ceo scott kapnick discusses economic outlook talksatgs,0.044991337,0.9126509,0.042357717,0,Neutral
19/10/2022,GoldmanSachs,steve connie ballmers investment bridges funding gap blackled venture capital private equity eager part remarkable engine improving economic mobility creating equitable opportunities black entrepreneurs,0.002847725,0.17645276,0.82069945,0.8,Positive
18/10/2022,GoldmanSachs,rt squawkcnbc weve got leading investment banking business leading global markets business extraordinary asset wea,0.005450144,0.28357005,0.71097994,0.7,Positive
18/10/2022,GoldmanSachs,today reported earnings results reflect strength diversification global franchise watch carey halio global head investor relations share thoughts quarter organizational changes,0.003172408,0.49500272,0.5018249,0.5,Positive
17/10/2022,GoldmanSachs,china national congress underway chief apac equity strategist tim moe explains preference china ashares hshares discusses investment strategies apac markets bloomberg tv,0.037264563,0.929101,0.033634372,0,Neutral
11/10/2022,GoldmanSachs,chief us equity strategist david kostin watching earnings season kicks listen exchangesgs,0.042448875,0.92168564,0.0358656,0,Neutral
03/10/2022,GoldmanSachs,countries estimated highest people paying music streamingtake part quiz amp subscribe weekly newsletter quizzes financial trends,0.03033623,0.8546349,0.115028955,0,Neutral
03/10/2022,GoldmanSachs,real yields break positive territory cash becomes attractive value proposition mean credit investors asset allocation chief credit strategist lotfi karoui explains cnbc,0.012584169,0.66814464,0.3192712,0,Neutral
28/09/2022,GoldmanSachs,music streaming expected grow year us projected among leaders read latest research future industry,0.003642625,0.52769953,0.46865785,0,Neutral
28/09/2022,GoldmanSachs,tim moe chief apac equity strategist shared views market faces troubling triad rising interest rates faltering growth strong dollar cnbc interview,0.39164284,0.57708424,0.03127291,0,Neutral
